order_id,product_id,cost_price,list_price,quantity,discount_percent,discount,sale_price,profit
2547,FUR-BO-10001337,80,100,1,4,4.0,96.0,16.0
2548,OFF-AR-10002255,0,0,1,5,0.0,0.0,0.0
2549,TEC-PH-10002624,1520,1880,5,3,56.4,1823.6,303.5999999999999
2550,OFF-PA-10001878,260,310,8,3,9.3,300.7,40.69999999999999
2551,OFF-LA-10000452,10,10,2,2,0.2,9.8,-0.1999999999999993
2552,FUR-FU-10004665,750,820,6,2,16.4,803.6,53.60000000000002
2553,OFF-BI-10000088,20,20,2,4,0.8,19.2,-0.8000000000000007
2554,OFF-PA-10000029,30,30,4,2,0.6,29.4,-0.6000000000000014
2555,TEC-PH-10000369,670,710,7,4,28.4,681.6,11.600000000000023
2556,TEC-AC-10001590,40,50,2,4,2.0,48.0,8.0
2557,FUR-FU-10004909,40,50,8,5,2.5,47.5,7.5
2558,OFF-AP-10002287,10,10,2,5,0.5,9.5,-0.5
2559,FUR-BO-10004357,1340,1410,7,4,56.4,1353.6,13.599999999999909
2560,OFF-LA-10003766,20,20,5,4,0.8,19.2,-0.8000000000000007
2561,OFF-ST-10000046,290,320,2,5,16.0,304.0,14.0
2562,OFF-LA-10003190,10,10,4,2,0.2,9.8,-0.1999999999999993
2563,OFF-PA-10002787,10,10,2,4,0.4,9.6,-0.40000000000000036
2564,TEC-AC-10000387,20,20,1,5,1.0,19.0,-1.0
2565,OFF-ST-10001291,20,30,2,3,0.9,29.1,9.100000000000001
2566,TEC-AC-10003116,60,70,4,5,3.5,66.5,6.5
2567,OFF-BI-10001308,30,30,5,2,0.6,29.4,-0.6000000000000014
2568,FUR-TA-10003954,2540,2670,9,5,133.5,2536.5,-3.5
2569,OFF-ST-10003282,390,480,8,4,19.2,460.8,70.80000000000001
2570,TEC-PH-10000576,150,160,2,4,6.4,153.6,3.5999999999999943
2571,OFF-AR-10004441,10,10,4,4,0.4,9.6,-0.40000000000000036
2572,OFF-AR-10003759,0,0,2,3,0.0,0.0,0.0
2573,TEC-AC-10004145,1270,1400,7,5,70.0,1330.0,60.0
2574,FUR-FU-10000293,460,530,5,4,21.2,508.8,48.80000000000001
2575,OFF-EN-10004955,20,20,3,3,0.6,19.4,-0.6000000000000014
2576,OFF-BI-10001071,290,320,5,2,6.4,313.6,23.600000000000023
2577,OFF-EN-10001990,10,10,2,4,0.4,9.6,-0.40000000000000036
2578,OFF-AP-10002734,570,680,3,5,34.0,646.0,76.0
2579,FUR-FU-10004587,50,60,3,3,1.8,58.2,8.200000000000003
2580,OFF-ST-10004337,400,490,8,3,14.7,475.3,75.30000000000001
2581,OFF-PA-10003072,20,20,3,5,1.0,19.0,-1.0
2582,OFF-PA-10000380,20,20,2,3,0.6,19.4,-0.6000000000000014
2583,TEC-PH-10004833,140,160,13,3,4.8,155.2,15.199999999999989
2584,FUR-FU-10001847,10,10,3,4,0.4,9.6,-0.40000000000000036
2585,TEC-PH-10002103,170,190,2,2,3.8,186.2,16.19999999999999
2586,OFF-EN-10001137,10,10,2,4,0.4,9.6,-0.40000000000000036
2587,OFF-ST-10001476,210,250,7,5,12.5,237.5,27.5
2588,FUR-FU-10002045,20,20,1,5,1.0,19.0,-1.0
2589,OFF-ST-10001505,10,10,1,5,0.5,9.5,-0.5
2590,TEC-PH-10001433,200,250,3,4,10.0,240.0,40.0
2591,FUR-FU-10004671,10,10,2,4,0.4,9.6,-0.40000000000000036
2592,FUR-TA-10003569,500,600,3,4,24.0,576.0,76.0
2593,TEC-PH-10002807,80,80,2,3,2.4,77.6,-2.4000000000000057
2594,OFF-BI-10001597,270,330,8,2,6.6,323.4,53.39999999999998
2595,OFF-EN-10003296,160,180,2,3,5.4,174.6,14.599999999999994
2596,OFF-BI-10004632,840,910,3,2,18.2,891.8,51.799999999999955
2597,TEC-PH-10002310,500,590,3,3,17.7,572.3,72.29999999999995
2598,OFF-ST-10000078,460,530,2,3,15.9,514.1,54.10000000000002
2599,OFF-PA-10001752,10,10,3,3,0.3,9.7,-0.3000000000000007
2600,OFF-AP-10000026,100,120,2,4,4.8,115.2,15.200000000000003
2601,OFF-SU-10002573,100,120,7,3,3.6,116.4,16.400000000000006
2602,OFF-PA-10000349,10,10,3,4,0.4,9.6,-0.40000000000000036
2603,TEC-MA-10003356,1240,1350,3,5,67.5,1282.5,42.5
2604,FUR-BO-10000362,110,140,1,3,4.2,135.8,25.80000000000001
2605,FUR-FU-10003878,50,60,4,4,2.4,57.6,7.600000000000001
2606,OFF-BI-10000591,0,0,1,2,0.0,0.0,0.0
2607,OFF-AR-10003727,20,20,1,2,0.4,19.6,-0.3999999999999986
2608,TEC-AC-10001635,20,20,3,5,1.0,19.0,-1.0
2609,OFF-LA-10001317,0,0,1,4,0.0,0.0,0.0
2610,FUR-TA-10000577,1160,1220,5,2,24.4,1195.6,35.59999999999991
2611,OFF-LA-10000248,10,10,2,3,0.3,9.7,-0.3000000000000007
2612,OFF-PA-10000955,20,20,3,2,0.4,19.6,-0.3999999999999986
2613,FUR-FU-10000221,10,10,3,3,0.3,9.7,-0.3000000000000007
2614,FUR-CH-10002304,40,40,2,4,1.6,38.4,-1.6000000000000014
2615,FUR-CH-10004886,210,230,3,2,4.6,225.4,15.400000000000006
2616,OFF-BI-10001525,20,20,6,4,0.8,19.2,-0.8000000000000007
2617,OFF-LA-10003663,10,10,2,3,0.3,9.7,-0.3000000000000007
2618,OFF-BI-10001294,100,120,13,5,6.0,114.0,14.0
2619,OFF-AR-10000369,0,0,3,5,0.0,0.0,0.0
2620,TEC-PH-10001300,60,70,4,4,2.8,67.2,7.200000000000003
2621,OFF-ST-10000876,30,40,3,2,0.8,39.2,9.200000000000003
2622,OFF-LA-10001404,20,20,5,4,0.8,19.2,-0.8000000000000007
2623,OFF-PA-10001972,30,30,4,2,0.6,29.4,-0.6000000000000014
2624,TEC-CO-10004722,10300,11200,4,2,224.0,10976.0,676.0
2625,TEC-PH-10001494,2160,2400,8,5,120.0,2280.0,120.0
2626,OFF-EN-10002500,60,60,5,5,3.0,57.0,-3.0
2627,TEC-PH-10003800,50,50,1,3,1.5,48.5,-1.5
2628,TEC-AC-10002399,60,60,4,3,1.8,58.2,-1.7999999999999972
2629,TEC-MA-10002210,550,650,7,5,32.5,617.5,67.5
2630,OFF-BI-10003196,10,10,10,3,0.3,9.7,-0.3000000000000007
2631,OFF-PA-10000477,10,10,3,3,0.3,9.7,-0.3000000000000007
2632,FUR-FU-10000076,40,40,2,2,0.8,39.2,-0.7999999999999972
2633,FUR-CH-10002017,30,40,2,4,1.6,38.4,8.399999999999999
2634,FUR-CH-10004287,180,220,1,5,11.0,209.0,29.0
2635,FUR-FU-10003829,0,0,2,3,0.0,0.0,0.0
2636,OFF-BI-10004728,10,10,5,4,0.4,9.6,-0.40000000000000036
2637,OFF-ST-10000046,300,320,2,5,16.0,304.0,4.0
2638,OFF-PA-10000697,20,20,4,3,0.6,19.4,-0.6000000000000014
2639,OFF-BI-10000848,10,10,3,5,0.5,9.5,-0.5
2640,OFF-AR-10004691,60,60,3,3,1.8,58.2,-1.7999999999999972
2641,FUR-CH-10000595,760,860,4,3,25.8,834.2,74.20000000000005
2642,TEC-AC-10000927,30,30,1,4,1.2,28.8,-1.1999999999999993
2643,OFF-PA-10001289,160,190,6,5,9.5,180.5,20.5
2644,TEC-PH-10003092,40,40,1,2,0.8,39.2,-0.7999999999999972
2645,FUR-FU-10000206,20,20,8,3,0.6,19.4,-0.6000000000000014
2646,FUR-FU-10004270,50,60,3,3,1.8,58.2,8.200000000000003
2647,OFF-BI-10000948,40,40,3,5,2.0,38.0,-2.0
2648,OFF-PA-10000223,10,10,2,3,0.3,9.7,-0.3000000000000007
2649,FUR-FU-10004665,690,820,6,4,32.8,787.2,97.20000000000005
2650,TEC-PH-10000215,90,100,3,3,3.0,97.0,7.0
2651,FUR-BO-10004467,350,420,5,5,21.0,399.0,49.0
2652,OFF-BI-10000829,10,10,3,4,0.4,9.6,-0.40000000000000036
2653,OFF-BI-10003712,10,10,3,4,0.4,9.6,-0.40000000000000036
2654,OFF-PA-10000062,140,160,3,4,6.4,153.6,13.599999999999994
2655,FUR-BO-10003404,1080,1290,3,4,51.6,1238.4,158.4000000000001
2656,OFF-BI-10004233,30,30,2,5,1.5,28.5,-1.5
2657,OFF-ST-10001272,220,260,2,2,5.2,254.8,34.80000000000001
2658,OFF-LA-10001175,10,10,5,2,0.2,9.8,-0.1999999999999993
2659,OFF-EN-10004030,10,10,3,5,0.5,9.5,-0.5
2660,FUR-CH-10004287,720,880,4,5,44.0,836.0,116.0
2661,TEC-PH-10002834,1580,1980,11,2,39.6,1940.4,360.4000000000001
2662,OFF-EN-10003055,70,80,2,4,3.2,76.8,6.799999999999997
2663,OFF-BI-10003460,10,10,2,5,0.5,9.5,-0.5
2664,OFF-LA-10001569,0,0,1,5,0.0,0.0,0.0
2665,FUR-TA-10004534,300,370,3,4,14.8,355.2,55.19999999999999
2666,OFF-BI-10002954,0,0,2,5,0.0,0.0,0.0
2667,TEC-AC-10003832,60,80,3,3,2.4,77.6,17.599999999999994
2668,OFF-PA-10000474,30,30,1,2,0.6,29.4,-0.6000000000000014
2669,FUR-CH-10002774,30,40,1,3,1.2,38.8,8.799999999999997
2670,OFF-AP-10002765,100,110,4,2,2.2,107.8,7.799999999999997
2671,OFF-PA-10001144,140,170,3,2,3.4,166.6,26.599999999999994
2672,FUR-CH-10003761,730,790,6,4,31.6,758.4,28.399999999999977
2673,OFF-PA-10004665,20,30,2,2,0.6,29.4,9.399999999999999
2674,OFF-ST-10000078,1100,1330,5,5,66.5,1263.5,163.5
2675,OFF-PA-10000357,140,170,3,5,8.5,161.5,21.5
2676,OFF-AR-10000422,10,10,5,3,0.3,9.7,-0.3000000000000007
2677,OFF-AP-10001205,30,40,1,4,1.6,38.4,8.399999999999999
2678,OFF-BI-10001116,10,10,7,5,0.5,9.5,-0.5
2679,OFF-BI-10002931,30,30,2,2,0.6,29.4,-0.6000000000000014
2680,OFF-BI-10000546,10,10,5,2,0.2,9.8,-0.1999999999999993
2681,TEC-AC-10002049,520,620,5,4,24.8,595.2,75.20000000000005
2682,OFF-BI-10001196,70,90,4,2,1.8,88.2,18.200000000000003
2683,TEC-MA-10002981,310,350,3,5,17.5,332.5,22.5
2684,TEC-PH-10003601,130,160,1,5,8.0,152.0,22.0
2685,OFF-BI-10000632,250,310,9,2,6.2,303.8,53.80000000000001
2686,OFF-EN-10003055,90,100,3,3,3.0,97.0,7.0
2687,OFF-BI-10001031,0,0,2,3,0.0,0.0,0.0
2688,OFF-BI-10002003,0,0,5,5,0.0,0.0,0.0
2689,OFF-PA-10003016,20,20,5,5,1.0,19.0,-1.0
2690,OFF-AR-10004582,10,10,4,4,0.4,9.6,-0.40000000000000036
2691,OFF-BI-10004364,10,10,3,2,0.2,9.8,-0.1999999999999993
2692,OFF-PA-10002246,20,20,3,2,0.4,19.6,-0.3999999999999986
2693,TEC-PH-10002890,100,110,3,5,5.5,104.5,4.5
2694,FUR-FU-10001475,90,110,5,4,4.4,105.6,15.599999999999994
2695,FUR-FU-10004270,20,20,1,5,1.0,19.0,-1.0
2696,OFF-PA-10003465,30,30,2,5,1.5,28.5,-1.5
2697,TEC-MA-10003626,760,820,4,4,32.8,787.2,27.200000000000045
2698,TEC-MA-10002412,18110,22640,6,4,905.6,21734.4,3624.4000000000015
2699,OFF-PA-10001804,20,20,4,2,0.4,19.6,-0.3999999999999986
2700,OFF-AR-10003183,10,10,3,4,0.4,9.6,-0.40000000000000036
2701,FUR-FU-10004270,30,30,2,3,0.9,29.1,-0.8999999999999986
2702,OFF-FA-10003112,20,20,3,3,0.6,19.4,-0.6000000000000014
2703,FUR-FU-10001986,100,120,3,3,3.6,116.4,16.400000000000006
2704,OFF-PA-10002319,110,120,3,2,2.4,117.6,7.599999999999994
2705,TEC-AC-10002323,120,130,6,4,5.2,124.8,4.799999999999997
2706,OFF-SU-10001165,20,20,2,5,1.0,19.0,-1.0
2707,OFF-PA-10001246,20,20,3,2,0.4,19.6,-0.3999999999999986
2708,OFF-PA-10001815,160,190,4,5,9.5,180.5,20.5
2709,FUR-FU-10001876,200,230,7,2,4.6,225.4,25.400000000000006
2710,TEC-MA-10000488,1650,1920,3,3,57.6,1862.4,212.4000000000001
2711,OFF-BI-10001098,10,10,2,5,0.5,9.5,-0.5
2712,FUR-FU-10003577,50,50,4,5,2.5,47.5,-2.5
2713,OFF-AR-10002656,50,60,9,2,1.2,58.8,8.799999999999997
2714,TEC-PH-10004531,260,300,3,5,15.0,285.0,25.0
2715,OFF-AR-10003251,10,10,5,5,0.5,9.5,-0.5
2716,TEC-PH-10000673,120,130,2,5,6.5,123.5,3.5
2717,TEC-AC-10000158,70,70,2,2,1.4,68.6,-1.4000000000000057
2718,TEC-PH-10002075,320,380,3,4,15.2,364.8,44.80000000000001
2719,OFF-ST-10004340,100,120,2,4,4.8,115.2,15.200000000000003
2720,FUR-FU-10002759,20,20,3,4,0.8,19.2,-0.8000000000000007
2721,OFF-FA-10000585,10,10,3,3,0.3,9.7,-0.3000000000000007
2722,OFF-AP-10004859,50,60,5,3,1.8,58.2,8.200000000000003
2723,OFF-ST-10001558,70,80,5,2,1.6,78.4,8.400000000000006
2724,OFF-LA-10004689,10,10,5,2,0.2,9.8,-0.1999999999999993
2725,OFF-BI-10002867,90,100,2,3,3.0,97.0,7.0
2726,TEC-PH-10003811,310,360,5,5,18.0,342.0,32.0
2727,FUR-TA-10000849,300,350,4,2,7.0,343.0,43.0
2728,OFF-BI-10000848,0,0,1,2,0.0,0.0,0.0
2729,TEC-PH-10003072,600,630,7,3,18.9,611.1,11.100000000000023
2730,OFF-AR-10001547,10,10,3,3,0.3,9.7,-0.3000000000000007
2731,TEC-AC-10001838,680,800,4,5,40.0,760.0,80.0
2732,FUR-FU-10004017,100,110,1,4,4.4,105.6,5.599999999999994
2733,TEC-PH-10002923,70,70,2,3,2.1,67.9,-2.0999999999999943
2734,OFF-AR-10000716,10,10,1,5,0.5,9.5,-0.5
2735,OFF-PA-10000249,40,50,4,3,1.5,48.5,8.5
2736,TEC-PH-10003691,360,380,3,5,19.0,361.0,1.0
2737,OFF-PA-10001560,40,40,7,3,1.2,38.8,-1.2000000000000028
2738,FUR-BO-10004467,270,300,3,3,9.0,291.0,21.0
2739,TEC-PH-10001819,80,90,2,3,2.7,87.3,7.299999999999997
2740,OFF-SU-10000157,400,480,4,3,14.4,465.6,65.60000000000002
2741,TEC-AC-10004227,20,30,2,2,0.6,29.4,9.399999999999999
2742,OFF-EN-10003134,50,50,5,5,2.5,47.5,-2.5
2743,FUR-FU-10004671,40,40,2,4,1.6,38.4,-1.6000000000000014
2744,FUR-FU-10002253,220,260,6,5,13.0,247.0,27.0
2745,TEC-PH-10002726,110,130,3,5,6.5,123.5,13.5
2746,TEC-AC-10004571,60,80,1,3,2.4,77.6,17.599999999999994
2747,FUR-TA-10002228,590,700,3,3,21.0,679.0,89.0
2748,TEC-AC-10004127,30,30,4,5,1.5,28.5,-1.5
2749,OFF-BI-10001553,10,10,3,3,0.3,9.7,-0.3000000000000007
2750,FUR-CH-10002758,510,590,3,5,29.5,560.5,50.5
2751,OFF-ST-10000532,390,420,11,4,16.8,403.2,13.199999999999989
2752,FUR-CH-10000988,180,230,2,2,4.6,225.4,45.400000000000006
2753,OFF-AR-10003251,10,10,2,3,0.3,9.7,-0.3000000000000007
2754,TEC-AC-10003174,290,320,3,2,6.4,313.6,23.600000000000023
2755,TEC-PH-10002310,740,780,5,2,15.6,764.4,24.399999999999977
2756,OFF-AP-10002651,1330,1450,5,3,43.5,1406.5,76.5
2757,OFF-PA-10001184,10,10,2,2,0.2,9.8,-0.1999999999999993
2758,TEC-AC-10002402,200,240,3,5,12.0,228.0,28.0
2759,FUR-FU-10004270,70,80,4,2,1.6,78.4,8.400000000000006
2760,OFF-ST-10001526,430,480,4,5,24.0,456.0,26.0
2761,OFF-PA-10002893,40,50,5,4,2.0,48.0,8.0
2762,TEC-AC-10003709,0,0,1,3,0.0,0.0,0.0
2763,OFF-BI-10001191,90,100,5,2,2.0,98.0,8.0
2764,OFF-BI-10003166,10,10,3,3,0.3,9.7,-0.3000000000000007
2765,OFF-BI-10003982,20,30,5,4,1.2,28.8,8.8
2766,OFF-ST-10004835,10,10,2,2,0.2,9.8,-0.1999999999999993
2767,OFF-AP-10000159,30,30,1,5,1.5,28.5,-1.5
2768,OFF-AP-10002945,1590,1920,8,5,96.0,1824.0,234.0
2769,OFF-AP-10001242,20,30,2,4,1.2,28.8,8.8
2770,TEC-AC-10003038,40,50,7,2,1.0,49.0,9.0
2771,TEC-AC-10003289,40,50,3,4,2.0,48.0,8.0
2772,OFF-ST-10000918,50,50,5,5,2.5,47.5,-2.5
2773,FUR-FU-10001940,20,20,3,3,0.6,19.4,-0.6000000000000014
2774,OFF-BI-10002852,40,50,3,2,1.0,49.0,9.0
2775,OFF-PA-10004451,10,10,2,2,0.2,9.8,-0.1999999999999993
2776,OFF-ST-10004804,140,150,3,3,4.5,145.5,5.5
2777,OFF-AP-10003971,60,60,7,5,3.0,57.0,-3.0
2778,FUR-BO-10003159,160,200,2,3,6.0,194.0,34.0
2779,FUR-FU-10001935,20,20,8,3,0.6,19.4,-0.6000000000000014
2780,TEC-AC-10003433,0,0,3,4,0.0,0.0,0.0
2781,OFF-LA-10004544,50,60,4,5,3.0,57.0,7.0
2782,OFF-AR-10001026,20,20,10,4,0.8,19.2,-0.8000000000000007
2783,TEC-PH-10001336,220,260,2,2,5.2,254.8,34.80000000000001
2784,TEC-PH-10003187,20,20,2,3,0.6,19.4,-0.6000000000000014
2785,TEC-PH-10004897,20,20,4,4,0.8,19.2,-0.8000000000000007
2786,FUR-CH-10004997,530,600,4,4,24.0,576.0,46.0
2787,OFF-FA-10002763,10,10,2,5,0.5,9.5,-0.5
2788,FUR-FU-10001588,60,60,5,4,2.4,57.6,-2.3999999999999986
2789,OFF-AR-10000940,20,20,7,4,0.8,19.2,-0.8000000000000007
2790,FUR-FU-10002759,30,40,5,3,1.2,38.8,8.799999999999997
2791,OFF-AP-10000358,30,30,2,4,1.2,28.8,-1.1999999999999993
2792,OFF-AP-10003281,40,40,3,4,1.6,38.4,-1.6000000000000014
2793,OFF-PA-10000029,10,10,1,5,0.5,9.5,-0.5
2794,TEC-PH-10001557,950,1080,14,5,54.0,1026.0,76.0
2795,TEC-PH-10000576,390,440,4,2,8.8,431.2,41.19999999999999
2796,OFF-BI-10002764,20,20,7,2,0.4,19.6,-0.3999999999999986
2797,FUR-BO-10001337,290,310,3,3,9.3,300.7,10.699999999999989
2798,OFF-AR-10002257,10,10,4,2,0.2,9.8,-0.1999999999999993
2799,OFF-PA-10001019,40,40,2,4,1.6,38.4,-1.6000000000000014
2800,OFF-BI-10003364,130,150,5,2,3.0,147.0,17.0
2801,TEC-PH-10000984,620,780,5,5,39.0,741.0,121.0
2802,OFF-AR-10001683,10,10,1,4,0.4,9.6,-0.40000000000000036
2803,FUR-FU-10000629,30,40,3,4,1.6,38.4,8.399999999999999
2804,OFF-PA-10003893,10,10,3,2,0.2,9.8,-0.1999999999999993
2805,OFF-PA-10004239,30,30,6,5,1.5,28.5,-1.5
2806,FUR-CH-10000553,40,50,2,4,2.0,48.0,8.0
2807,OFF-FA-10004395,10,10,2,2,0.2,9.8,-0.1999999999999993
2808,OFF-PA-10004782,10,10,2,3,0.3,9.7,-0.3000000000000007
2809,FUR-BO-10002213,600,700,5,4,28.0,672.0,72.0
2810,FUR-CH-10001854,480,560,2,5,28.0,532.0,52.0
2811,OFF-PA-10000157,160,180,9,4,7.2,172.8,12.800000000000011
2812,FUR-FU-10001185,150,190,6,4,7.6,182.4,32.400000000000006
2813,FUR-TA-10001520,180,210,3,4,8.4,201.6,21.599999999999994
2814,TEC-AC-10004145,910,1000,4,2,20.0,980.0,70.0
2815,FUR-TA-10000688,550,650,3,3,19.5,630.5,80.5
2816,OFF-BI-10001510,100,110,5,2,2.2,107.8,7.799999999999997
2817,FUR-CH-10003817,60,60,1,4,2.4,57.6,-2.3999999999999986
2818,FUR-FU-10000308,100,120,2,5,6.0,114.0,14.0
2819,OFF-ST-10003208,880,1090,6,4,43.6,1046.4,166.4000000000001
2820,OFF-BI-10003784,10,10,5,2,0.2,9.8,-0.1999999999999993
2821,FUR-TA-10003748,290,300,3,3,9.0,291.0,1.0
2822,TEC-PH-10002563,270,300,3,2,6.0,294.0,24.0
2823,OFF-AR-10000122,10,10,2,2,0.2,9.8,-0.1999999999999993
2824,OFF-ST-10000352,40,50,2,3,1.5,48.5,8.5
2825,OFF-PA-10003270,30,30,8,3,0.9,29.1,-0.8999999999999986
2826,FUR-BO-10003272,240,300,2,4,12.0,288.0,48.0
2827,OFF-BI-10002982,0,0,2,3,0.0,0.0,0.0
2828,OFF-EN-10001509,0,0,2,5,0.0,0.0,0.0
2829,OFF-PA-10002421,100,110,6,3,3.3,106.7,6.700000000000003
2830,OFF-ST-10000760,50,60,5,4,2.4,57.6,7.600000000000001
2831,OFF-PA-10002923,70,80,2,5,4.0,76.0,6.0
2832,OFF-ST-10001128,410,440,5,2,8.8,431.2,21.19999999999999
2833,TEC-PH-10000673,150,160,3,3,4.8,155.2,5.199999999999989
2834,OFF-AR-10001547,20,20,7,5,1.0,19.0,-1.0
2835,OFF-BI-10001890,10,10,2,3,0.3,9.7,-0.3000000000000007
2836,OFF-AP-10003971,10,10,1,2,0.2,9.8,-0.1999999999999993
2837,OFF-PA-10000520,20,20,3,5,1.0,19.0,-1.0
2838,OFF-BI-10000977,110,120,5,2,2.4,117.6,7.599999999999994
2839,TEC-MA-10002178,560,700,2,3,21.0,679.0,119.0
2840,OFF-ST-10001526,100,120,1,3,3.6,116.4,16.400000000000006
2841,FUR-CH-10003379,980,1140,4,3,34.2,1105.8,125.79999999999995
2842,OFF-PA-10000100,180,230,7,5,11.5,218.5,38.5
2843,OFF-ST-10001809,120,140,2,3,4.2,135.8,15.800000000000011
2844,TEC-AC-10000387,40,40,3,2,0.8,39.2,-0.7999999999999972
2845,FUR-CH-10004853,710,850,8,3,25.5,824.5,114.5
2846,OFF-AR-10001958,50,50,3,5,2.5,47.5,-2.5
2847,OFF-BI-10003527,680,760,3,3,22.8,737.2,57.200000000000045
2848,FUR-FU-10003832,60,60,6,5,3.0,57.0,-3.0
2849,OFF-BI-10001359,2390,2690,3,3,80.7,2609.3,219.30000000000018
2850,OFF-BI-10002976,10,10,6,2,0.2,9.8,-0.1999999999999993
2851,OFF-ST-10000736,50,60,1,4,2.4,57.6,7.600000000000001
2852,OFF-PA-10001745,30,30,4,5,1.5,28.5,-1.5
2853,FUR-FU-10000409,10,10,1,5,0.5,9.5,-0.5
2854,FUR-FU-10000221,20,20,4,3,0.6,19.4,-0.6000000000000014
2855,OFF-ST-10000344,40,40,3,2,0.8,39.2,-0.7999999999999972
2856,OFF-LA-10003663,20,20,7,4,0.8,19.2,-0.8000000000000007
2857,FUR-CH-10001215,1490,1600,4,3,48.0,1552.0,62.0
2858,FUR-CH-10000988,180,230,2,3,6.9,223.1,43.099999999999994
2859,TEC-AC-10003441,60,70,4,3,2.1,67.9,7.900000000000006
2860,TEC-PH-10004389,310,380,3,3,11.4,368.6,58.60000000000002
2861,FUR-BO-10004695,1340,1630,9,5,81.5,1548.5,208.5
2862,OFF-PA-10000100,240,290,7,3,8.7,281.3,41.30000000000001
2863,OFF-PA-10000223,20,20,4,2,0.4,19.6,-0.3999999999999986
2864,OFF-ST-10001325,30,30,3,5,1.5,28.5,-1.5
2865,OFF-AP-10004249,70,80,7,4,3.2,76.8,6.799999999999997
2866,OFF-AR-10000588,50,60,3,4,2.4,57.6,7.600000000000001
2867,OFF-SU-10000946,20,30,4,2,0.6,29.4,9.399999999999999
2868,OFF-SU-10001225,10,10,5,4,0.4,9.6,-0.40000000000000036
2869,OFF-ST-10001558,40,40,3,5,2.0,38.0,-2.0
2870,FUR-FU-10001546,20,20,2,5,1.0,19.0,-1.0
2871,OFF-PA-10002581,60,70,3,5,3.5,66.5,6.5
2872,FUR-CH-10001482,270,310,3,3,9.3,300.7,30.69999999999999
2873,OFF-AR-10002399,0,0,1,3,0.0,0.0,0.0
2874,OFF-ST-10001963,750,810,8,2,16.2,793.8,43.799999999999955
2875,OFF-FA-10002988,10,10,3,4,0.4,9.6,-0.40000000000000036
2876,FUR-CH-10004289,120,150,2,2,3.0,147.0,27.0
2877,FUR-CH-10000785,920,1010,7,5,50.5,959.5,39.5
2878,OFF-EN-10003040,50,50,2,4,2.0,48.0,-2.0
2879,OFF-AR-10001573,0,0,2,5,0.0,0.0,0.0
2880,TEC-AC-10000844,210,250,3,5,12.5,237.5,27.5
2881,OFF-BI-10000756,30,30,6,2,0.6,29.4,-0.6000000000000014
2882,OFF-SU-10000381,30,30,3,5,1.5,28.5,-1.5
2883,OFF-BI-10004094,10,10,5,5,0.5,9.5,-0.5
2884,FUR-FU-10001852,10,10,4,5,0.5,9.5,-0.5
2885,OFF-BI-10000014,20,20,2,4,0.8,19.2,-0.8000000000000007
2886,FUR-CH-10003396,290,310,5,5,15.5,294.5,4.5
2887,OFF-AR-10003811,10,10,3,2,0.2,9.8,-0.1999999999999993
2888,OFF-PA-10003172,10,10,2,2,0.2,9.8,-0.1999999999999993
2889,OFF-PA-10000289,20,30,5,5,1.5,28.5,8.5
2890,OFF-PA-10000791,20,20,5,5,1.0,19.0,-1.0
2891,FUR-CH-10002304,40,50,2,2,1.0,49.0,9.0
2892,OFF-BI-10000136,20,20,3,2,0.4,19.6,-0.3999999999999986
2893,OFF-PA-10003739,10,10,2,5,0.5,9.5,-0.5
2894,OFF-PA-10002479,30,30,5,4,1.2,28.8,-1.1999999999999993
2895,FUR-FU-10000771,60,70,11,5,3.5,66.5,6.5
2896,TEC-PH-10001552,40,40,3,2,0.8,39.2,-0.7999999999999972
2897,OFF-AR-10001915,50,50,5,4,2.0,48.0,-2.0
2898,TEC-CO-10000971,890,960,4,2,19.2,940.8,50.799999999999955
2899,FUR-CH-10004086,330,410,2,5,20.5,389.5,59.5
2900,TEC-CO-10000971,410,480,2,2,9.6,470.4,60.39999999999998
2901,OFF-LA-10001317,10,10,4,4,0.4,9.6,-0.40000000000000036
2902,OFF-PA-10003656,150,180,7,5,9.0,171.0,21.0
2903,OFF-PA-10002160,20,20,5,4,0.8,19.2,-0.8000000000000007
2904,OFF-PA-10000575,30,40,7,5,2.0,38.0,8.0
2905,FUR-CH-10003981,470,540,3,5,27.0,513.0,43.0
2906,OFF-ST-10002615,290,310,2,4,12.4,297.6,7.600000000000023
2907,OFF-PA-10000327,10,10,2,4,0.4,9.6,-0.40000000000000036
2908,OFF-ST-10001325,40,50,5,2,1.0,49.0,9.0
2909,OFF-LA-10001771,10,10,3,3,0.3,9.7,-0.3000000000000007
2910,OFF-FA-10004968,10,10,3,5,0.5,9.5,-0.5
2911,OFF-AP-10000576,330,390,4,2,7.8,382.2,52.19999999999999
2912,OFF-EN-10003286,30,40,5,2,0.8,39.2,9.200000000000003
2913,OFF-AR-10003772,30,40,4,5,2.0,38.0,8.0
2914,OFF-BI-10002852,30,40,3,4,1.6,38.4,8.399999999999999
2915,TEC-PH-10002890,110,140,3,2,2.8,137.2,27.19999999999999
2916,OFF-BI-10001308,10,10,2,2,0.2,9.8,-0.1999999999999993
2917,TEC-PH-10001750,230,260,4,5,13.0,247.0,17.0
2918,OFF-AR-10003338,10,10,1,3,0.3,9.7,-0.3000000000000007
2919,OFF-FA-10002763,20,20,5,2,0.4,19.6,-0.3999999999999986
2920,FUR-FU-10002088,10,10,2,3,0.3,9.7,-0.3000000000000007
